[2023-02-02 15:58:30,839] Pre-Condition_Login - Step 01: Enter to  First name textbox with value is 'alpacatest001'
[2023-02-02 15:58:31,136] Pre-Condition_Login - Step 02: Enter to Password textbox with value is 'Alpaca#2022'
[2023-02-02 15:58:31,340] Pre-Condition_Login - Step 03: Click to Login button
[2023-02-02 15:58:35,276] Pre-Condition_Login - Step 04: Verify login success mesage is displayed
[2023-02-02 15:58:43,538] Create_Quote - Step 02: Click to Create button
[2023-02-02 15:58:47,450] Create_Quote - Step 02: Click to Create button
[2023-02-02 15:58:48,359] Create_Quote - Step 03: 
[2023-02-02 15:58:50,567] Create_Quote - Step 04: 
[2023-02-02 15:58:51,508] Create_Quote - Step 05: 
[2023-02-02 15:58:53,890] Create_Quote - Step 06: 
[2023-02-02 15:58:54,868] Create_Quote - Step 07: 
[2023-02-02 15:58:55,685] Create_Quote - Step 08: 
[2023-02-02 15:58:57,444] Create_Quote - Step 09: 
[2023-02-02 15:58:58,270] Create_Quote - Step 10: 
[2023-02-02 15:58:58,386] Create_Quote - Step 11: 
[2023-02-02 15:58:58,660] Create_Quote - Step 12: 
[2023-02-02 15:58:59,905] Create_Quote - Step 13: 
[2023-02-02 15:59:00,741] Create_Quote - Step 14: 
[2023-02-02 15:59:00,824] Create_Quote - Step 14: 
[2023-02-02 15:59:01,251] Create_Quote - Step 15: 
[2023-02-02 15:59:01,572] Create_Quote - Step 16: 
[2023-02-02 15:59:01,705] Create_Quote - Step 17: 
[2023-02-02 15:59:01,980] Create_Quote - Step 18: 
[2023-02-02 15:59:02,374] Create_Quote - Step 19: 
[2023-02-02 15:59:05,658] Create_Quote - Step 20: 
[2023-02-02 15:59:06,023] Create_Quote - Step 21: 
[2023-02-02 15:59:06,840] Create_Quote - Step 22: 
[2023-02-02 15:59:06,940] Create_Quote - Step 23: 
[2023-02-02 15:59:07,161] Create_Quote - Step 24: 
[2023-02-02 15:59:08,721] Create_Quote - Step 25: 
[2023-02-02 15:59:10,782] Create_Quote - Step 26: 
[2023-02-02 15:59:10,881] Create_Quote - Step 14: 
[2023-02-02 15:59:11,259] Create_Quote - Step 27: 
[2023-02-02 15:59:11,803] Create_Quote - Step 28: 
[2023-02-02 15:59:11,955] Create_Quote - Step 29: 
[2023-02-02 15:59:12,303] Create_Quote - Step 30: 
[2023-02-02 15:59:12,727] Create_Quote - Step 31: 
[2023-02-02 15:59:17,443] Create_Quote - Step 32: 
[2023-02-02 15:59:29,166] Create_Quote - Step 02: Click to Create button
[2023-02-02 15:59:29,966] Create_Quote - Step 02: Click to Create button
[2023-02-02 15:59:31,418] Create_Quote - Step 03: 
[2023-02-02 15:59:33,944] Create_Quote - Step 04: 
[2023-02-02 15:59:34,766] Create_Quote - Step 05: 
[2023-02-02 15:59:36,727] Create_Quote - Step 06: 
[2023-02-02 15:59:37,635] Create_Quote - Step 07: 
[2023-02-02 15:59:38,285] Create_Quote - Step 08: 
[2023-02-02 15:59:39,770] Create_Quote - Step 09: 
[2023-02-02 15:59:40,719] Create_Quote - Step 10: 
[2023-02-02 15:59:40,853] Create_Quote - Step 11: 
[2023-02-02 15:59:41,124] Create_Quote - Step 12: 
[2023-02-02 15:59:42,613] Create_Quote - Step 13: 
[2023-02-02 15:59:43,547] Create_Quote - Step 14: 
[2023-02-02 15:59:43,635] Create_Quote - Step 14: 
[2023-02-02 15:59:44,013] Create_Quote - Step 15: 
[2023-02-02 15:59:44,330] Create_Quote - Step 16: 
[2023-02-02 15:59:44,450] Create_Quote - Step 17: 
[2023-02-02 15:59:44,703] Create_Quote - Step 18: 
[2023-02-02 15:59:45,136] Create_Quote - Step 19: 
[2023-02-02 15:59:48,122] Create_Quote - Step 20: 
[2023-02-02 15:59:48,817] Create_Quote - Step 21: 
[2023-02-02 15:59:49,959] Create_Quote - Step 22: 
[2023-02-02 15:59:50,090] Create_Quote - Step 23: 
[2023-02-02 15:59:50,369] Create_Quote - Step 24: 
[2023-02-02 15:59:52,052] Create_Quote - Step 25: 
[2023-02-02 15:59:52,829] Create_Quote - Step 26: 
[2023-02-02 15:59:52,917] Create_Quote - Step 14: 
[2023-02-02 15:59:53,855] Create_Quote - Step 27: 
[2023-02-02 15:59:54,111] Create_Quote - Step 28: 
[2023-02-02 15:59:54,236] Create_Quote - Step 29: 
[2023-02-02 15:59:54,494] Create_Quote - Step 30: 
[2023-02-02 15:59:54,870] Create_Quote - Step 31: 
[2023-02-02 15:59:57,827] Create_Quote - Step 32: 
[2023-02-02 16:00:06,798] Create_Quote - Step 02: Click to Create button
[2023-02-02 16:00:07,518] Create_Quote - Step 02: Click to Create button
[2023-02-02 16:00:08,386] Create_Quote - Step 03: 
[2023-02-02 16:00:10,013] Create_Quote - Step 04: 
[2023-02-02 16:00:10,851] Create_Quote - Step 05: 
[2023-02-02 16:00:13,175] Create_Quote - Step 06: 
[2023-02-02 16:00:14,136] Create_Quote - Step 07: 
[2023-02-02 16:00:14,855] Create_Quote - Step 08: 
[2023-02-02 16:00:16,391] Create_Quote - Step 09: 
[2023-02-02 16:00:17,110] Create_Quote - Step 10: 
[2023-02-02 16:00:17,207] Create_Quote - Step 11: 
[2023-02-02 16:00:17,421] Create_Quote - Step 12: 
[2023-02-02 16:00:18,331] Create_Quote - Step 13: 
[2023-02-02 16:00:19,067] Create_Quote - Step 14: 
[2023-02-02 16:00:19,148] Create_Quote - Step 14: 
[2023-02-02 16:00:19,512] Create_Quote - Step 15: 
[2023-02-02 16:00:19,817] Create_Quote - Step 16: 
[2023-02-02 16:00:19,966] Create_Quote - Step 17: 
[2023-02-02 16:00:20,352] Create_Quote - Step 18: 
[2023-02-02 16:00:20,807] Create_Quote - Step 19: 
[2023-02-02 16:00:23,644] Create_Quote - Step 20: 
[2023-02-02 16:00:23,999] Create_Quote - Step 21: 
[2023-02-02 16:00:24,778] Create_Quote - Step 22: 
[2023-02-02 16:00:24,908] Create_Quote - Step 23: 
[2023-02-02 16:00:25,173] Create_Quote - Step 24: 
[2023-02-02 16:00:26,340] Create_Quote - Step 25: 
[2023-02-02 16:00:27,191] Create_Quote - Step 26: 
[2023-02-02 16:00:27,273] Create_Quote - Step 14: 
[2023-02-02 16:00:27,669] Create_Quote - Step 27: 
[2023-02-02 16:00:27,961] Create_Quote - Step 28: 
[2023-02-02 16:00:28,352] Create_Quote - Step 29: 
[2023-02-02 16:00:28,623] Create_Quote - Step 30: 
[2023-02-02 16:00:28,973] Create_Quote - Step 31: 
[2023-02-02 16:00:32,043] Create_Quote - Step 32: 
[2023-02-02 16:00:39,805] OS name = windows 11
[2023-02-02 16:00:39,806] Driver instance name = firefoxdriver: firefox on windows (c0ed1714-9baa-4856-84cd-c7d94d0df0c3)
[2023-02-02 16:11:22,920] Pre-Condition_Login - Step 01: Enter to  First name textbox with value is 'alpacatest001'
[2023-02-02 16:11:23,150] Pre-Condition_Login - Step 02: Enter to Password textbox with value is 'Alpaca#2022'
[2023-02-02 16:11:23,264] Pre-Condition_Login - Step 03: Click to Login button
[2023-02-02 16:11:26,104] Pre-Condition_Login - Step 04: Verify login success mesage is displayed
[2023-02-02 16:11:31,620] Create_Quote - Step 02: Click to View List Quote button
[2023-02-02 16:11:34,395] Create_Quote - Step 03: Click to Create button
[2023-02-02 16:11:35,270] Create_Quote - Step 04: Select to dropdown major
[2023-02-02 16:11:37,367] Create_Quote - Step 05: Select to dropdown name product
[2023-02-02 16:11:38,232] Create_Quote - Step 06: Select to dropdown type quote
[2023-02-02 16:11:40,216] Create_Quote - Step 07: Select to dropdown distribution chanel
[2023-02-02 16:11:41,139] Create_Quote - Step 08: Select to dropdown contract holder name
[2023-02-02 16:11:41,896] Create_Quote - Step 09: Click to insured person
[2023-02-02 16:11:43,600] Create_Quote - Step 10: Click to create new insured person
[2023-02-02 16:11:44,405] Create_Quote - Step 11: Input full name
[2023-02-02 16:11:44,514] Create_Quote - Step 12: Input birth
[2023-02-02 16:11:44,811] Create_Quote - Step 13: Select dropdown list sex
[2023-02-02 16:11:46,030] Create_Quote - Step 14: Select dropdown list identifier type
[2023-02-02 16:11:46,843] Create_Quote - Step 15: Input indertifier number
[2023-02-02 16:11:46,917] Create_Quote - Step 16: Click to move insurance benefits
[2023-02-02 16:11:47,329] Create_Quote - Step 17: Click to insurance benefits A
[2023-02-02 16:11:47,586] Create_Quote - Step 18: Input level of responsibility A
[2023-02-02 16:11:47,698] Create_Quote - Step 19: Click to insurance benefits B
[2023-02-02 16:11:47,930] Create_Quote - Step 20: Input level of responsibility B
[2023-02-02 16:11:48,269] Create_Quote - Step 21: Click to save insurent Person
[2023-02-02 16:11:50,921] Create_Quote - Step 22: Click to insurent Person
[2023-02-02 16:11:51,269] Create_Quote - Step 23: Click to create new insured person
[2023-02-02 16:11:51,934] Create_Quote - Step 24: Input full name
[2023-02-02 16:11:52,057] Create_Quote - Step 25: Input birth
[2023-02-02 16:11:52,277] Create_Quote - Step 26: Select dropdown list sex
[2023-02-02 16:11:53,409] Create_Quote - Step 27: Select dropdown indentifier type
[2023-02-02 16:11:54,135] Create_Quote - Step 28: Input identifier number
[2023-02-02 16:11:54,222] Create_Quote - Step 29: Click to move insurence benefits
[2023-02-02 16:11:54,608] Create_Quote - Step 31: Click to insurance benefits A
[2023-02-02 16:11:54,888] Create_Quote - Step 32: Input level of responsibility A
[2023-02-02 16:11:55,039] Create_Quote - Step 33: Click to insurance benefits B
[2023-02-02 16:11:55,268] Create_Quote - Step 34: Input level of responsibility B
[2023-02-02 16:11:55,865] Create_Quote - Step 35: Click to save insurance person
[2023-02-02 16:11:58,800] Create_Quote - Step 36: Click to create quote button
[2023-02-02 16:12:08,489] OS name = windows 11
[2023-02-02 16:12:08,491] Driver instance name = firefoxdriver: firefox on windows (82bf8363-035d-4d9f-894d-c5a9651d1573)
[2023-02-02 16:12:30,974] Pre-Condition_Login - Step 01: Enter to  First name textbox with value is 'alpacatest001'
[2023-02-02 16:12:31,345] Pre-Condition_Login - Step 02: Enter to Password textbox with value is 'Alpaca#2022'
[2023-02-02 16:12:31,590] Pre-Condition_Login - Step 03: Click to Login button
[2023-02-02 16:12:33,738] Pre-Condition_Login - Step 04: Verify login success mesage is displayed
[2023-02-02 16:12:39,873] Create_Quote - Step 02: Click to View List Quote button
[2023-02-02 16:12:42,967] Create_Quote - Step 03: Click to Create button
[2023-02-02 16:12:43,898] Create_Quote - Step 04: Select to dropdown major
[2023-02-02 16:12:46,034] Create_Quote - Step 05: Select to dropdown name product
[2023-02-02 16:12:46,887] Create_Quote - Step 06: Select to dropdown type quote
[2023-02-02 16:12:48,927] Create_Quote - Step 07: Select to dropdown distribution chanel
[2023-02-02 16:12:49,914] Create_Quote - Step 08: Select to dropdown contract holder name
[2023-02-02 16:12:50,687] Create_Quote - Step 09: Click to insured person
[2023-02-02 16:12:52,419] Create_Quote - Step 10: Click to create new insured person
[2023-02-02 16:12:52,846] Create_Quote - Step 11: Input full name
[2023-02-02 16:12:53,516] Create_Quote - Step 12: Input birth
[2023-02-02 16:12:53,742] Create_Quote - Step 13: Select dropdown list sex
[2023-02-02 16:12:54,839] Create_Quote - Step 14: Select dropdown list identifier type
[2023-02-02 16:12:55,647] Create_Quote - Step 15: Input indertifier number
[2023-02-02 16:12:55,721] Create_Quote - Step 16: Click to move insurance benefits
[2023-02-02 16:12:56,145] Create_Quote - Step 17: Click to insurance benefits A
[2023-02-02 16:12:56,406] Create_Quote - Step 18: Input level of responsibility A
[2023-02-02 16:12:56,535] Create_Quote - Step 19: Click to insurance benefits B
[2023-02-02 16:12:56,782] Create_Quote - Step 20: Input level of responsibility B
[2023-02-02 16:12:57,135] Create_Quote - Step 21: Click to save insurent Person
[2023-02-02 16:12:59,221] Create_Quote - Step 22: Click to insurent Person
[2023-02-02 16:12:59,595] Create_Quote - Step 23: Click to create new insured person
[2023-02-02 16:13:00,371] Create_Quote - Step 24: Input full name
[2023-02-02 16:13:00,482] Create_Quote - Step 25: Input birth
[2023-02-02 16:13:00,673] Create_Quote - Step 26: Select dropdown list sex
[2023-02-02 16:13:01,584] Create_Quote - Step 27: Select dropdown indentifier type
[2023-02-02 16:13:02,318] Create_Quote - Step 28: Input identifier number
[2023-02-02 16:13:02,401] Create_Quote - Step 29: Click to move insurence benefits
[2023-02-02 16:13:02,755] Create_Quote - Step 31: Click to insurance benefits A
[2023-02-02 16:13:03,056] Create_Quote - Step 32: Input level of responsibility A
